"","Location","AveExpr","CvE_D9","CvE_D80","C_D9vD80","Time","Treatment","adj.P.Val","predict"
"LOC111128104","LOC111128104",4.41588218108714,-0.476023316285682,0.0191565112007996,-0.758184255284135,-0.247589913743241,-0.228433402542441,0.0878888634455806,"uncharacterized LOC111128104"
"LOC111103954","LOC111103954",7.70790764353586,0.425598823118146,0.416843308028107,0.889860389086224,0.00437775754501946,0.421221065573127,0.0912433440294728,"adhesion G-protein coupled receptor D1-like, transcript variant X2"
"LOC111134788","LOC111134788",7.11707792167469,-0.623281330629246,0.225852174475529,-0.182420689258469,-0.424566752552388,-0.198714578076859,0.207216441804622,"neurogenic locus notch homolog protein 1-like"
"LOC111103740","LOC111103740",7.73925796839985,0.45895462510757,0.767800445455858,0.439357384419282,-0.154422910174144,0.613377535281714,0.207216441804622,"zinc transporter 2-like, transcript variant X2"
"LOC111131726","LOC111131726",4.14310690047066,0.147212038344525,-0.79602667322714,-0.992304044733216,0.471619355785833,-0.324407317441307,0.207216441804622,"laccase domain-containing protein 1-like, transcript variant X1"
"LOC111120835","LOC111120835",5.88585946086533,-0.326114930287814,-0.239267502022545,-0.560267888026411,-0.0434237141326346,-0.28269121615518,0.207216441804622,"transmembrane 9 superfamily member 4-like"
"LOC111122316","LOC111122316",10.2122295873322,0.100428391781545,0.256009471642878,0.439099558492014,-0.0777905399306666,0.178218931712212,0.207216441804622,"ankyrin-2-like, transcript variant X30"
"LOC111107118","LOC111107118",5.46030755083435,0.31461808022876,0.0237433382716805,0.746612152510446,0.14543737097854,0.16918070925022,0.207216441804622,"neurocalcin homolog, transcript variant X3"
"LOC111120579","LOC111120579",-0.746191201689365,-4.30365674717847,4.77634705725323,5.02114066969803,-4.54000190221585,0.236345155037383,0.207216441804622,"methyltransferase-like protein 7A"
"LOC111111878","LOC111111878",5.22476123084841,-2.86876032562536,1.17913473001351,0.102976216370916,-2.02394752781944,-0.844812797805925,0.207216441804622,"alpha-amylase-like"
"LOC111121395","LOC111121395",5.96245555740401,-0.121081053511389,0.0509168753287383,0.649903559867274,-0.0859989644200638,-0.0350820890913255,0.207216441804622,"uncharacterized LOC111121395, transcript variant X1"
"LOC111137004","LOC111137004",5.46021794885321,-3.4863944637329,-0.0360269478655226,0.0594500097379136,-1.72518375793369,-1.76121070579921,0.217478860182207,"bridging integrator 2-like"
"LOC111115824","LOC111115824",6.40133961373468,0.571384392796122,0.520567970088108,0.757810438025059,0.0254082113540068,0.545976181442115,0.217478860182207,"cholecystokinin receptor-like, transcript variant X2"
"LOC111117038","LOC111117038",6.14960419884092,0.226394050173254,1.01458024026146,1.62431626111479,-0.394093095044104,0.620487145217358,0.226832347214211,NA
"LOC111135413","LOC111135413",7.18338657747991,0.0416916636169127,0.173550716445063,0.462491810767092,-0.0659295264140751,0.107621190030988,0.229706388450768,"transcriptional regulator Erg-like"
"LOC111111555","LOC111111555",5.09698761068531,0.218944482189295,0.324153392899111,0.533101352672677,-0.0526044553549081,0.271548937544203,0.233226517148746,"uncharacterized LOC111111555"
"LOC111121784","LOC111121784",2.12527864387338,-0.932255683137851,-0.128792061982146,-1.01499406316795,-0.401731810577853,-0.530523872559998,0.233226517148746,"uncharacterized LOC111121784"
"LOC111131650","LOC111131650",4.97981160397628,-0.124743067139255,-0.042059205331177,0.615753640210938,-0.0413419309040388,-0.0834011362352158,0.233226517148746,"sex peptide receptor-like"
"LOC111120050","LOC111120050",7.39297381210603,0.0163002212483461,0.0100450342901066,0.380007869573856,0.00312759347911973,0.0131726277692263,0.2586423998252,"speract receptor-like, transcript variant X4"
"LOC111135911","LOC111135911",10.1755653131803,0.158058338972191,0.259456402648135,0.429784075335339,-0.0506990318379721,0.208757370810163,0.2586423998252,"myoferlin-like, transcript variant X16"
"LOC111117946","LOC111117946",7.7495899351976,0.37179315254652,0.746234086320486,0.79124156087425,-0.187220466886983,0.559013619433503,0.2586423998252,"transcription factor SOX-9-like"
"LOC111120924","LOC111120924",6.90480164533672,-0.467522505566615,-0.605769906720436,-0.531029129566228,0.0691237005769105,-0.536646206143526,0.2586423998252,"uncharacterized LOC111120924, transcript variant X2"
"LOC111134061","LOC111134061",8.64449425870666,0.792344543923335,0.489240022581452,0.826178746839224,0.151552260670941,0.640792283252393,0.2586423998252,"uncharacterized LOC111134061"
"LOC111099476","LOC111099476",2.47284922657445,0.0536616604617048,-1.13143917824326,-1.39761915361288,0.592550419352483,-0.538888758890778,0.2586423998252,"uncharacterized LOC111099476, transcript variant X1"
"LOC111134431","LOC111134431",6.68696048814317,0.441991186612083,0.444831596732786,0.460019630054481,-0.00142020506035134,0.443411391672434,0.2586423998252,"anoctamin-7-like"
"LOC111114587","LOC111114587",6.10258469649682,0.502226973301068,0.848620071877129,0.634560622788872,-0.17319654928803,0.675423522589099,0.2586423998252,"sialin-like, transcript variant X3"
"LOC111110931","LOC111110931",4.49266277750351,0.297639680665655,0.0351746236000219,0.355165847000928,0.131232528532816,0.166407152132838,0.2586423998252,"ankyrin repeat, PH and SEC7 domain containing protein secG-like"
"LOC111105433","LOC111105433",6.11973894655507,0.0697081803066251,-0.110842208837641,0.422315419692826,0.0902751945721332,-0.0205670142655081,0.2586423998252,"zinc finger C3H1 domain-containing protein-like, transcript variant X2"
"LOC111137395","LOC111137395",4.26748435314794,0.290008329337629,0.0966514171856248,1.17002166434482,0.0966784560760023,0.193329873261627,0.2586423998252,"putative tyrosinase-like protein tyr-1, transcript variant X1"
"LOC111134612","LOC111134612",8.18420697982511,-0.181019240745396,-0.0234900667227027,-0.494380223894812,-0.0787645870113467,-0.102254653734049,0.2586423998252,"CD109 antigen-like"
"LOC111121675","LOC111121675",5.90452662361385,-0.771563520817117,0.125338517084372,1.05708301549063,-0.448451018950744,-0.323112501866373,0.2586423998252,"F-box only protein 32-like"
"LOC111129081","LOC111129081",5.46908376059949,-0.567296926713218,-1.32492319317558,0.410514373683514,0.378813133231179,-0.946110059944397,0.2586423998252,"transmembrane protein 117-like, transcript variant X2"
"LOC111137014","LOC111137014",6.99574592251957,0.772802054345375,0.928607749008058,1.15542735087252,-0.0779028473313415,0.850704901676716,0.2586423998252,"transient receptor potential cation channel subfamily M member 2-like, transcript variant X1"
"LOC111129906","LOC111129906",5.5925724883668,-0.40847820121333,-0.390343500439857,-0.472879910927177,-0.00906735038673645,-0.399410850826594,0.260537633648198,"YLP motif-containing protein 1-like, transcript variant X3"
"LOC111112914","LOC111112914",10.5437600751197,1.0010067523915,1.73428531529469,1.37878309453201,-0.366639281451592,1.3676460338431,0.260537633648198,"uncharacterized protein DDB_G0271670-like, transcript variant X1"
"LOC111131219","LOC111131219",5.67173544885843,-1.17457136470099,-0.347977107284043,-0.35644364728671,-0.413297128708475,-0.761274235992519,0.260537633648198,"NF-kappa-B inhibitor alpha-like"
"LOC111131727","LOC111131727",1.79044374937292,0.957968930431944,1.03407699269102,1.34530333352278,-0.0380540311295378,0.996022961561482,0.260537633648198,"uncharacterized LOC111131727, transcript variant X1"
"LOC111113055","LOC111113055",3.85666513172242,0.0375333445407113,-0.146274705091886,-0.748972884610548,0.0919040248162988,-0.0543706802755874,0.260537633648198,"zinc finger protein 236-like"
"LOC111099859","LOC111099859",4.66904840035891,0.533622567502175,0.943246988139398,0.864432329059698,-0.204812210318611,0.738434777820787,0.260537633648198,"uncharacterized LOC111099859"
"LOC111117426","LOC111117426",2.09933589667638,2.36074633427512,-1.38620308850826,0.503385603525529,1.87347471139169,0.487271622883426,0.260537633648198,"kunitz-type serine protease inhibitor bitisilin-3-like"
"LOC111103455","LOC111103455",12.1261461287422,0.380155700195644,0.154544549484502,0.695745045571673,0.112805575355571,0.267350124840073,0.260537633648198,"uncharacterized LOC111103455, transcript variant X1"
"LOC111133553","LOC111133553",7.91523250213042,-0.754674960586266,-0.0369159715937286,-0.480036381046625,-0.358879494496269,-0.395795466089997,0.260537633648198,"uncharacterized LOC111133553, transcript variant X1"
"LOC111135848","LOC111135848",4.12855340714758,-0.00890162698436381,-0.228321325092521,0.609358824957586,0.109709849054078,-0.118611476038442,0.260537633648198,"trifunctional nucleotide phosphoesterase protein YfkN-like, transcript variant X1"
"LOC111131843","LOC111131843",8.21622205473935,-0.0409213169529199,0.107903128689974,0.548206804339723,-0.0744122228214468,0.0334909058685269,0.260537633648198,"lysosomal-trafficking regulator-like, transcript variant X3"
"LOC111124169","LOC111124169",4.1048270917402,-0.669331044547105,-0.647052697947394,-0.807853345732836,-0.0111391732998554,-0.658191871247249,0.260537633648198,"uncharacterized LOC111124169"
